nro_conabip,id_departamento,mail,fecha_fundacion
2608,22140,bibliotecaremediosdeescalada@yahoo.com.ar,1951-12-01
2611,82063,bibliotecambooz@gmail.com,1942-12-29
2615,14056,bibpopjlc@yahoo.com.ar,1951-04-26
2620,70049,biblpoplasflores2620@yahoo.com.ar,1954-04-01
2631,82126,,1932-07-15
2639,74056,bibliotecaisaacnewton@gmail.com,1954-08-19
2642,82049,bibliopopularmmavellaneda@hotmail.com,1954-11-15
2644,6441,,1954-11-30
2646,6609,bibliotecamadero@live.com.ar,1952-06-29
2647,42147,bibliotecatrenel@yahoo.com.ar,1926-08-30
2655,82091,,1954-06-20
2662,6547,bp_manuelbelgrano@hotmail.com,1950-09-20
2665,50077,,1993-11-12
2672,46042,,1955-11-28
2673,6560,bibliotecambon@live.com.ar,1954-01-24
2675,2000,,
2676,6434,balberdiescalada@gmail.com,1919-09-19
2679,42056,bprenovacion@gmail.com,1932-05-07
2686,22140,bibliotecabelgrano@gmail.com,1925-05-22
2687,46014,,1956-06-02
2688,6077,bibmitre@yahoo.com.ar,1939-04-22
2690,82084,bpccvigil@gmail.com,1944-07-08
2691,6763,,1947-04-24
2692,22140,bib.herrera2692@hotmail.com,1955-11-18
2697,6357,,1911-11-16
2698,82063,,1980-01-01
2699,38063,,1980-01-01
2711,6840,biblioteca_jose_ingenieros@yahoo.com.ar,1925-02-11
2713,6434,,1945-10-12
2722,82021,,1957-10-14
2723,6084,bipopbernaltorres@gmail.com,1946-12-26
2729,6469,bibliosalas@yahoo.com.ar,1958-04-18
2735,18021,,1957-09-13
2737,14182,malambo_laborde@yahoo.com.ar,1947-09-17
2747,58035,bibliotecachrodriguez@gmail.com,1958-10-22
2751,14098,,1955-09-07
2757,6441,,1940-11-12
2760,82014,bibelateneo@gmail.com,1953-07-09
2763,86035,bibliotecapopularconradojuarez@hotmail.com,1940-06-15
2767,6434,bibliotecabarriocanal@yahoo.com.ar,1955-09-03
2768,14007,,1959-05-17
2772,82063,bpizzurnosfe@hotmail.com,1929-06-25
2776,14014,biblioteca_lac@hotmail.com,1959-04-12
2786,42077,bibliotecammoreno@yahoo.com.ar,1958-11-27
2788,6658,bibliotecapopularpedrogoyena@yahoo.com.ar,1959-08-15
2789,6315,,1944-04-02
2790,6056,,1960-09-27
2794,14119,,1961-06-17
2803,42105,bibliotecajvg@yahoo.com.ar,1958-10-12
2804,6560,bibliopop.pasodelrey@hotmail.es,1958-08-06
2807,42105,bibliotecagarro@gmail.com,1961-08-21
2810,6270,bpdfsts@yahoo.com.ar,1959-08-09
2811,82070,bibliosantodomingo@gmail.com,1935-07-19
2813,86147,,1962-12-01
2814,90105,,1959-11-04
2815,6735,bmarianomoreno@yahoo.com.ar,1957-12-01
2824,6351,,1961-03-01
2828,2000,,1941-03-25
2830,6371,bibliopombo@gmail.com,1964-11-15
2831,82056,bibliosarmientoadeo@hotmail.com,1943-09-13
2840,82042,bp2840@bepe.ar,1960-03-20
2841,6056,,1966-11-10
2843,6260,bibliotecaameghino@gmail.com,1964-05-24
2849,66119,,1963-10-10
2850,10070,,1980-01-01
2851,14098,,1932-05-01
2854,86147,,1964-11-27
2858,14063,,1918-03-18
2861,6147,biblioingenieros@gmail.com,1963-09-07
2862,30056,,1960-06-07
2863,6805,,1969-04-18
2866,14098,bibliotecarrojas@hotmail.com,1969-07-21
2867,82049,,1966-09-07
2870,6028,bibliorojaspaz@gmail.com,1969-03-22
2871,6056,,1963-06-01
2872,6462,bibvedia@yahoo.com.ar,1961-07-09
2875,50063,bibliopmalberdi@yahoo.com.ar,1911-05-25
2876,82084,,1904-11-01
2880,6427,,1963-11-03
2883,82056,biblioastorni@yahoo.com.ar,1970-06-08
2884,14063,,1967-05-06
2885,82070,jbalberdi@educ.ar,1969-03-15
2887,6644,biblioteca@telpin.com.ar,1970-06-20
2891,62042,BPRICARDOROJAS@HOTMAIL.COM,1971-06-20
2894,50056,biblioteca_pujadas@hotmail.com,1971-04-29
2900,14098,,1972-04-28
2905,82014,,1957-06-19
2906,62042,,1970-07-01
2907,22063,bcapopularcastellichaco@yahoo.com.ar,1980-01-01
2913,82056,ccvigilveloisa@outlook.com,1973-09-11
2914,6322,nesoa_07@yahoo.com.ar,1944-03-15
2916,2000,bibazarolagil@hotmail.com,1941-12-23
2918,18105,,1969-03-26
2922,62042,bpamigosdellibro@hotmail.com,1974-05-03
2923,6408,,1975-05-13
2924,14021,,1942-12-05
2925,14112,,1972-10-21
2926,62077,bibliotecacincuentenario@yahoo.com.ar,1955-07-10
2927,82021,biblioteca2927@yahoo.com.ar,1939-04-01
2928,6861,,1975-04-29
2931,6515,bibwcm@yahoo.com.ar,1975-04-01
2936,14161,bibliotecatancacha@hotmail.com,1976-04-05
2938,70084,,1971-07-09
2939,54028,,1975-05-03
2941,82021,,1980-01-01
2942,82042,bibliotecalugones@bombal.net.ar,1976-06-20
2944,54077,bibliotecahoracioquiroga@live.com,1962-06-15
2945,82042,biblio2945amenabar@hotmail.com,1925-05-25
2946,82126,,1975-09-04
2949,14014,,1969-11-18
2950,54042,bibliotecaeldorado@hotmail.com,1968-04-09
2951,82007,bibliotecajhernandez@arnet.com.ar,1976-01-20
2954,6868,,1975-12-28
2958,10063,bibpop-lacarrera@yahoo.com.ar,1965-03-20
2964,34049,,1977-12-09
2967,10112,bibliotecapopularsumalao@hotmail.com,1980-01-01
2968,62077,biblionov@yahoo.com.ar,1978-02-23
2970,18168,bibliotecavnc@cableat.net,1967-09-10
2974,34056,biblisanmartin@hotmail.com,1978-04-11
2976,34035,,1978-08-23
2978,14091,,1949-01-16
2982,6028,bibmfierro@yahoo.com.ar,1956-03-11
2984,6638,,1978-01-03
2991,10063,bibliotecaesquiu2991@yahoo.com.ar,1979-04-20
2992,2000,,1924-09-18
2994,2000,bibliotecarebagliati@yahoo.com.ar,1932-05-29
2995,54084,,1978-10-25
2996,22021,,1980-01-01
2997,82021,bpmj@coopmj.com.ar,1974-10-20
2998,6399,,1956-10-25
2999,22014,,1980-01-01
3000,22154,bibricardoguiraldes@yahoo.com.ar ,1975-11-12
3001,6791,bibliotecasarmiento1940@yahoo.com.ar,1980-01-01
3003,22021,bibliotecapibernus@hotmail.com,1980-01-01
3004,22049,josealumnibp72@gmail.com,1980-04-30
3005,22140,delcentenario1@hotmail.com,1972-12-27
3006,82084,bpmorenorosario@hotmail.com.ar,1979-09-02
3007,82014,,1980-06-15
3009,22140,bepcgc@yahoo.com.ar,1972-10-28
3010,6791,biblioteca_valor@hotmail.com,1978-09-20
3011,14098,biblioasuncion@hotmail.com,1966-12-10
3012,6568,,1964-03-22
3013,82126,bibliotecapopulardelandeta@gmail.com,1979-09-18
3014,22133,,1982-03-01
3015,14098,bibliotecasscc@hotmail.com,1970-06-06
3017,10063,,1979-08-13
3019,2000,bibliobocajuniors@yahoo.com.ar,1933-06-12
3023,58049,bpgalvarez@yahoo.com.ar,1983-08-12
3029,82042,bibliohug@gmail.com,1975-12-01
3030,82133,garabato@trcnet.com.ar,1980-01-01
3031,14042,,1984-03-30
3032,82028,bibcervantes3032@yahoo.com.ar,1963-03-01
3033,6091,bibliotecadeplatanos@yahoo.com.ar,1984-05-12
3037,26014,biblagopuelo@yahoo.com.ar,1980-01-01
3038,6217,biblovillalujan@hotmail.com,1982-09-25
3040,6028,,1984-09-28
3041,26042,bibliopopberwyn@gmail.com,1939-07-20
3042,14014,bibliotecamalvinasargentinas@hotmail.com,1980-11-15
3044,14140,,1980-06-20
3045,6147,,1984-12-01
3046,6091,bibliotecapadremugica@hotmail.com,1986-11-04
3049,6560,,1971-07-29
3050,6805,biblios@netben.com.ar,1985-06-05
3051,6035,bnicolasavellaneda@yahoo.com.ar,1985-09-13
3055,14091,,1985-10-26
3056,74049,poetaaguero@merlo_sl.com.ar,1992-09-08
3057,50035,bip3057@gmail.com,1970-10-08
3059,38098,,1986-05-14
3060,6756,,1980-01-01
3063,6035,spebpop@gmail.com,2001-09-15
3065,70007,,1985-12-28
3068,62014,bibliotecalamarque@hotmail.com,1985-12-03
3075,6791,tcdehesa@yahoo.com.ar,1984-07-15
3077,90077,,1972-02-20
3078,18035,cuatiarenda_@hotmail.com,1986-06-14
3080,26077,bibpopfcoguerra84@hotmail.com,1984-09-21
3081,62042,,1980-01-01
3082,62042,bipocre@hotmail.com,1980-01-01
3083,62084,bibliotecaceferino@yahoo.com.ar,1960-05-22
3084,62077,,1984-08-17
3087,58077,,1980-01-01
3090,58063,,1981-08-28
3091,58042,,1980-01-01
3092,58035,butaruca@yahoo.com.ar,1987-07-26
3095,58105,,1985-09-23
3097,58077,bipopclq@yahoo.com.ar,1980-01-01
3099,58035,bibliomalargen@hotmail.com,1980-01-01
3100,58035,bibliolimay@yahoo.com.ar,1989-04-29
3102,58035,,1994-12-21
3103,58035,bpjcortazar@yahoo.com.ar,1980-01-01
3104,58035,suyaimapu@yahoo.com.ar,1980-01-01
3105,62042,,1987-09-21
3106,58056,,1987-06-09
3107,62042,,1965-08-11
3108,70077,cervantesbiblioteca98@gmail.com,1935-08-16
3109,70028,biblioteca1defebrero@hotmail.com,1987-06-15
3112,70091,bibjulioeliasbriggiler@yahoo.com.ar,1988-08-29
3115,86049,,1942-11-15
3116,90070,biblioarancibia@hotmail.com,1987-12-13
3119,90014,bp_juanpablo2tuc@hotmail.com,1980-01-01
3120,90084,,1947-12-05
3121,66007,,1987-10-03
3122,86049,bpe_echeverria@hotmail.com,1933-06-22
3123,86035,bpcarlospellegrini@live.com.ar,1966-05-26
3124,86049,,1980-01-01
3125,66028,biblo424@hotmail.com,1964-08-25
3126,66028,,1947-09-27
3127,14014,nuevabibliomatienzo@hotmail.com,1980-01-01
3128,6420,ctc0057@hotmail.com,1980-01-01
3129,58084,,1980-01-01
3130,58035,dario.millain@gmail.com,1980-01-01
3131,58035,,1987-09-15
3132,6056,bibliotecapronsato@yahoo.com.ar,1989-12-29
3133,70028,bibliosanjuan@hotmail.com,1990-09-23
3134,58035,,1980-01-01
3137,58035,biblioeliel@gmail.com,1990-11-07
3138,14105,,1985-11-06
3139,14063,,1980-01-01
3141,62042,,1980-01-01
3142,78021,,1980-01-01
3143,58035,bibliojuanbenigar@hotmail.com,1980-01-01
3145,58035,bibliotecaedelman@yahoo.com.ar,1980-01-01
3146,58035,,1980-01-01
3147,62014,bibliotecapgv@yahoo.com.ar,1980-01-01
3148,22140,nuestrabiblio@hotmail.com,1986-01-21
3149,6490,,1980-01-01
3150,62007,bibliotecadelninio@hotmail.com,1990-07-14
3151,62042,,1970-03-26
3153,6462,nuevabibliomatienzo@hotmail.com,1988-06-20
3155,82098,bpd@romang.trcnet.com.ar,1981-06-06
3157,6665,bibliozampa@hotmail.com,1995-10-25
3158,6274,almafuertebib@yahoo.com.ar,1985-03-31
3159,90098,,1980-01-01
3160,58035,,1980-01-01
3161,58035,,1980-01-01
3163,82007,bibliobouquet@hotmail.com,1969-12-26
3164,86049,,1988-10-09
3168,58035,bibliotecavalentinsayhueque@hotmail.com,1980-01-01
3169,58070,,1991-11-25
3171,42133,,1979-02-20
3173,6798,biblio@tapalque.mun.gba.gov.ar,1980-01-01
3174,86035,bibliotecadbravo@hotmail.com,1987-08-17
3175,58028,,1980-01-01
3177,42133,,1980-01-01
3179,34014,,1991-08-23
3180,34021,,1992-08-12
3181,42035,biblio_mayer@yahoo.com.ar,1980-01-01
3182,6497,,1918-03-29
3183,38042,,1980-01-01
3184,22140,,1980-01-01
3185,38035,,1980-01-01
3186,42126,bibliotecalamaruja@hotmail.com,1987-11-01
3188,74035,aguero_cnbp_vm3188@yahoo.com.ar,1980-01-01
3189,6217,biblioteka_jso@yahoo.com,1986-02-13
3190,50091,bibdigenaro@yahoo.com.ar,1992-07-10
3192,86035,,1992-07-19
3193,6042,,
3194,6392,biblio@servicoopsa.com.ar,1935-08-25
3195,62042,bibliotecaraulentraigas@hotmail.com,1984-05-25
3196,6392,biblio@cseca.com.ar,1991-06-28
3197,6392,blynch@servicoopsa.com.ar,1979-10-27
3199,82084,bibalfonsina@gmail.com,1990-05-15
3202,26077,,1991-04-15
3203,6427,bibalma@yahoo.com.ar,1993-06-11
3206,62014,,1980-01-01
3207,34049,,1980-01-01
3209,50007,,1992-11-30
3210,58007,,1993-10-20
3211,6441,biblioharosteguy@yahoo.com.ar,1980-01-01
3212,50105,bpderly@yahoo.com.ar,1992-08-12
3213,70028,asic_americas@yahoo.com.ar,1956-03-09
3214,42056,bibliochapaleufu@hotmail.com,1993-03-08
3215,42007,bmfierrodoblas@cosedo.com.ar,1980-01-01
3216,74056,bibliourbanojnunez9@yahoo.com.ar,1993-10-15
3217,58007,,1980-01-01
3218,14014,,1988-11-28
3219,38014,biblmonterrico@gmail.com,1993-02-12
3220,58035,bibliopopularkiquesanchezvera@gmail.com,1993-04-01
3221,74021,,1993-08-26
3222,58035,info.biblioberbel@gmail.com,1993-06-12
3223,70084,,1988-09-27
3224,62021,,1980-01-01
3227,38070,,1980-01-01
3228,50091,,1993-01-02
3230,74056,,1993-08-07
3231,42119,josehernandezbp@yahoo.com.ar,1993-03-29
3233,50091,bpmmorenochilecito@yahoo.com.ar,1947-11-24
3234,50119,bibliotecapopularvistaflores@yahoo.com.ar,1987-03-21
3235,26077,,1991-04-12
3237,38042,,1980-01-01
3238,82021,,1993-01-29
3239,94007,bibliotecaij@hotmail.com,1993-07-31
3241,6427,,1980-01-01
3242,74056,bibliobornemann@gmail.com,1993-10-13
3243,6028,,1986-04-02
3244,26077,,1987-08-17
3248,6560,bphoracioquiroga@hotmail.com,1980-01-01
3250,42070,biblioalp@yahoo.com.ar,1984-08-01
3251,42007,bibliotecaerosiri@gmail.com,1980-01-01
3252,94007,,1992-08-10
3254,6875,bibliotecaascasubi2019@gmail.com,1982-06-20
3255,6609,biblioteca3255@yahoo.com.ar,1993-08-12
3256,26077,,1980-01-01
3257,26014,,1980-01-01
3258,18021,,1980-01-01
3259,78035,biamigosdelsaber@yahoo.com.ar,1980-01-01
3260,58042,,1980-01-01
3261,78021,,1994-04-18
3262,6819,bibliotecasaldungaray@gmail.com,1980-01-01
3263,38042,,1980-01-01
3264,50028,,1980-01-01
3265,50105,,1992-11-19
3266,50014,bibescritoresalvearenses@gmail.com,1994-01-10
3267,6833,bibsanfrabe@yahoo.com.ar,1993-09-30
3268,74014,,1963-05-01
3269,34049,,1993-04-30
3270,2000,,1994-03-05
3271,50091,bibliotecadionisiochaca@gmail.com,1986-09-06
3273,74028,bibliotecapopularcaminito@hotmail.com,1996-04-15
3274,86035,bpsanmartinlabanda@hotmail.com.ar,1994-05-31
3275,38070,,1993-06-28
3276,38098,,1980-01-01
3277,26007,bibliotecacobo@gmail.com,1980-01-01
3279,42014,bibliotecalaadela@hotmail.com,1980-01-01
3281,22140,bibliotecapopulartorres@yahoo.com.ar,1980-01-01
3282,50105,saltodelasrosasbiblioteca@yahoo.com.ar,1993-08-17
3284,74049,micaelabeatriz@hotmail.com,1980-01-01
3285,18140,bp3285@bepe.ar,1916-06-30
3286,66112,bibliotecapopularelgalpon@yahoo.com.ar,1980-01-01
3290,30077,laviejaestacionhernandez@hotmail.com,1980-01-01
3291,90098,,1909-04-01
3292,6336,bibliotecaglavalle@hotmail.com,1974-05-01
3293,6427,fundaciondeliacdea@gmail.com,1980-01-01
3294,70028,,1994-03-26
3295,58035,,1994-03-08
3296,6819,labibliomoreno@gmail.com,1993-10-18
3298,18021,librosabato@yahoo.com.ar,1980-01-01
3299,54119,bibcardozo@yahoo.com.ar,1994-06-01
3300,54021,,1980-01-01
3302,6791,,1988-05-15
3303,6539,,1991-01-24
3304,54084,bibliotecahquir@yahoo.com.ar,1980-01-01
3306,50105,,1980-01-01
3307,38014,,1980-01-01
3308,42154,,1990-12-15
3309,42077,falciola@cooparauz.com.ar,1980-01-01
3310,22039,biblpoparc@yahoo.com.ar,1981-09-03
3311,70028,bibpopem@hotmail.com,1980-01-01
3312,54049,,1980-01-01
3313,6441,,1950-02-23
3314,34035,bipopesfo@hotmail.com,1994-09-30
3315,6553,,1980-01-01
3316,26021,,1993-03-23
3317,18021,bparandu@hotmail.com,1994-07-08
3318,6805,bibliotecaeltalar@yahoo.com.ar,1992-05-20
3319,58035,bpescritoresneuquinos@gmail.com,1994-09-23
3321,42028,,1980-01-01
3323,78014,bibliodelmirador@yahoo.com.ar,1994-06-20
3324,54056,,1980-01-01
3325,22105,,1940-11-10
3326,62021,,1990-03-05
3329,50105,,1980-01-01
3330,34014,bpsimonotto@fibertel.com.ar,1980-01-01
3332,58035,,1993-04-07
3333,14119,,1980-01-01
3335,86140,,1992-10-27
3336,54119,bibpop3336@yahoo.com.ar,1994-06-04
3337,18021,nanuva03@yahoo.com.ar,1980-01-01
3339,6392,biblioteca_fortingainza09@hotmail.com,1991-09-05
3340,94007,bibliotecakaukren@hotmail.com,1980-01-01
3342,82021,,1989-03-05
3343,22140,,1957-12-21
3344,22105,biblioteca-eet5@hotmail.com,1980-01-01
3345,22140,biblioguasti@yahoo.com.ar,1975-05-09
3346,18021,,1980-01-01
3347,42154,biblioacha@yahoo.com.ar,1980-01-01
3348,38063,,1993-07-20
3349,22140,bibpopesas@hotmail.com,1961-07-05
3350,74049,,1994-05-21
3351,6511,,1966-07-09
3353,22119,bib_pop_estrada_plaza@hotmail.com,1967-07-16
3354,58035,,1994-12-10
3355,26077,,1980-01-01
3356,74021,,1980-01-01
3357,74028,,1980-01-01
3358,74056,,1980-01-01
3360,50112,,1980-01-01
3361,62042,,1980-01-01
3362,62042,lesniniesprimero@gmail.com,1980-01-01
3364,6182,nancy_flo@hotmail.com,1980-01-01
3365,82126,bibliopiccolo@eltrebol.gov.ar,2005-06-22
3367,78014,,1980-01-01
3368,18021,,1993-08-19
3370,86161,,1992-05-22
3372,66007,,1992-10-20
3373,66091,,1994-11-26
3374,54084,,1980-01-01
3375,18119,bibliotecapopularpasolibres@hotmail.com,1980-01-01
3377,42021,,1994-08-16
3378,26077,karinaovelar@hotmail.com,1980-01-01
3379,82133,biblioteca@cosemar.com.ar,1994-12-02
3381,58035,biblioteca_irmac@yahoo.com.ar,1980-01-01
3382,42056,,1980-01-01
3383,6833,biblioretaunmuli@3net.com.ar,1994-07-02
3384,22140,,1980-01-01
3385,66126,,1995-11-13
3386,42021,biblioanguil@gmail.com,1995-04-22
3387,34056,,1992-08-17
3388,62042,,1994-12-21
3389,22168,gladysf_cajcepn7@yahoo.com.ar,1995-09-23
3390,82133,bptanino@csdnet.com.ar,1995-05-23
3391,38021,bibliotecapopularjorgecalvetti@hotmail.com ,1980-01-01
3392,6056,,1980-01-01
3393,22036,,1960-05-25
3395,54077,bibpetcoff@yahoo.com.ar,1994-12-07
3396,74056,,1980-01-01
3397,74049,,1980-01-01
3398,74007,,1980-01-01
3399,74056,,1988-02-26
3401,30070,bibliotecase@hotmail.com,1980-01-01
3402,26098,,1980-01-01
3403,6742,,1980-01-01
3404,6490,,1938-09-18
3405,54063,,1980-01-01
3406,70028,bibliolaescalera@hotmail.com,1993-03-06
3407,78021,,1994-08-31
3409,22105,bibliovigil21@gmail.com,1974-05-13
3411,74042,,1980-01-01
3412,74042,,1980-01-01
3414,26084,,1980-01-01
3415,62042,,1980-01-01
3416,42070,bibliojosebarbero@gmail.com,1994-08-01
3418,22140,bibliotecaurdapilleta@hotmail.com.ar,1961-08-14
3421,54028,bibliotecapopularchepoya@gmail.com,1994-03-09
3422,94014,,1994-12-12
3423,50105,,1980-01-01
3425,74028,,1980-01-01
3426,82042,,1992-06-06
3428,86049,,1980-01-01
3430,74063,bibliojuanpascualpringles2012@hotmail.com,1980-01-01
3431,6434,bibliopopameghino@hotmail.com,1980-01-01
3432,22140,bibpopbrumana@hotmail.com,1970-11-12
3433,34014,bpmargaritadiez@hotmail.com,1980-01-01
3434,42133,gildarodriguez_73@hotmail.com,1994-06-04
3435,34014,,1995-09-19
3437,22140,biblioprin@yahoo.com.ar,1980-01-01
3438,18105,,1947-04-01
3439,22098,3439bp@gmail.com,1960-05-11
3441,30077,,1995-06-22
3442,6469,,1980-01-01
3443,74035,,1995-10-10
3444,74021,marthaag_05@hotmail.com,1980-01-01
3445,54056,,1980-01-01
3446,22140,bibliope_bartolomemitre@hotmail.com,1980-01-01
3447,82014,bpsarmiento1963@gmail.com,1963-07-05
3448,6434,,1994-06-06
3450,22140,bib.juanramonlestani@hotmail.com,1980-01-01
3451,82133,,1980-01-01
3452,6260,,1980-01-01
3453,22140,popularevita2012@yahoo.com.ar,1987-12-07
3456,22056,bcajaimehomar@yahoo.com.ar,1980-01-01
3457,22084,bibliotecatuckey@live.com.ar,1980-01-01
3458,22098,anexo@vai.com.ar,1976-09-24
3459,22084,bibnoronha@yahoo.com.ar,1980-01-01
3460,22154,meduc.bibws@ecomchaco.com.ar,1981-11-23
3461,54049,,1980-01-01
3462,38007,cesarmamani29@yahoo.com.ar,1915-09-16
3463,50084,,1980-01-01
3464,70084,,1992-08-30
3465,22028,bibliotecapueyrredon@gmail.com,1966-08-17
3466,62042,,1980-01-01
3468,6126,bibliotecatraverso@yahoo.com.ar,1992-09-08
3469,10098,bibliotecapopularfranco@hotmail.com,1980-01-01
3471,10084,,1992-10-19
3472,18063,bpleamosjuntos2010@hotmail.com,1995-06-08
3473,6371,chapmaris@hotmail.com,1945-04-22
3474,66028,bpmacachaguemes-3474@hotmail.com,1979-06-07
3475,6805,,1996-10-10
3476,6357,,1994-11-21
3477,22140,bcaperon@yahoo.com.ar,1991-02-05
3480,42126,bibliotecajorgepicca@yahoo.com.ar,1995-09-25
3482,30008,freddimartin@hotmail.com,1996-05-25
3483,6189,biblioelperdido@gmail.com,1982-03-01
3484,78021,biblioteca@riogallegos.gov.ar,1980-01-01
3486,50049,bibliotecapmvivante@yahoo.com.ar,1995-08-02
3487,74035,,1980-01-01
3488,74056,,1995-11-03
3489,86049,,1980-01-01
3490,70084,bibliotecapabloramellasj@hotmail.com,1993-08-26
3491,22043,,1980-01-01
3492,22112,bib_cervantes@yahoo.com.ar,1975-06-15
3493,10112,,1995-12-15
3494,10042,,1995-11-23
3495,34014,,1980-01-01
3496,86049,bpclubdemaestros@hotmail.com,1980-01-01
3497,50028,bipo_jnazareno@yahoo.com.ar,1980-01-01
3498,50056,,1980-01-01
3499,6274,arravera@hotmail.com,1980-01-01
3500,78014,biblioaimepaine@hotmail.com,1980-01-01
3501,54014,,1990-06-18
3503,38063,,1996-02-03
3504,74035,labibliopopular@yahoo.com.ar,1995-07-03
3506,26021,bcapoptroncoso@hotmail.com,1980-01-01
3507,22105,fanischlegel@hotmail.com,1991-08-28
3510,26007,,1980-01-01
3511,30084,,1953-09-06
3512,78021,,1980-01-01
3513,82021,,1996-02-15
3516,34049,,1996-07-01
3518,6280,biblioteca_miramar@yahoo.com.ar,1976-12-19
3519,70063,,1980-01-01
3520,14161,bibpopjamescraik@hotmail.com,1996-06-12
3521,70028,,1996-10-16
3522,6274,,1995-08-19
3524,78021,,1994-04-23
3526,10042,,1980-01-01
3527,78021,bibliokunfiquiros@yahoo.com,1996-07-01
3528,82084,bibliolaflorida@yahoo.com.ar,1976-11-06
3529,46021,,1980-01-01
3531,42119,,1996-02-22
3532,90056,bibliopadresaravia@gmail.com,1995-12-02
3533,86049,,1980-01-01
3534,22140,bca_alfredoveirave@hotmail.com,1984-03-05
3535,22140,bibliotecabarzana@hotmail.com,1970-05-18
3536,58035,,1996-07-24
3538,82119,,1980-01-01
3539,90014,biblugones@hotmail.com,1988-05-05
3540,94007,,1980-01-01
3541,10056,,1980-01-01
3542,10077,,1996-10-15
3543,22140,bibliobligado@hotmail.com,1961-02-09
3544,54063,,1996-12-01
3546,42098,bibliocq@hotmail.com,1996-07-01
3548,22056,bibliotecaaguado_lv@hotmail.com,1980-01-01
3549,22154,domingocapozzolo@yahoo.es,1971-05-05
3550,50035,,1980-01-01
3552,6581,biblioquequen@hotmail.com,1980-01-01
3553,22014,,1980-01-01
3554,10112,,1980-01-01
3555,22098,,1981-11-23
3556,78049,,1996-02-22
3558,82063,,1996-02-03
3559,18126,,1980-05-24
3560,10035,,1996-08-02
3561,6035,bipopalacios@yahoo.com.ar,1996-05-07
3562,86126,,1980-01-01
3563,42070,,1995-11-01
3564,22140,,1980-01-01
3565,42133,vanpraetbiblioteca@yahoo.com.ar,1980-01-01
3566,86049,bibliosigloveintiuno@hotmail.com,1996-07-19
3567,78049,,1996-05-14
3568,14098,bpbischoff@hotmail.com,1980-01-01
3569,26021,,1980-01-01
3570,82119,bibcb@hotmail.com,1977-10-10
3571,6182,,1994-09-23
3572,14014,bibliotecapopularhugowast@yahoo.com.ar,1986-08-02
3574,6420,bibliotecamardeltuyu@yahoo.com.ar,1992-06-15
3575,38063,bibliosanjoseobrero@hotmail.com,1980-01-01
3576,14140,,1997-06-14
3577,10112,,1980-01-01
3579,10063,,1980-01-01
3580,78014,,1980-01-01
3581,58077,,1985-11-22
3582,22133,bibliotecafontana@gmail.com,1960-08-27
3583,78014,,1980-01-01
3584,26105,,1980-01-01
3585,6028,,1994-04-23
3586,14119,bpguerbe@hotmail.com,1996-06-15
3587,6056,bibliotecamallea@yahoo.com.ar,1980-01-01
3589,30015,biblioteca3589@hotmail.com,1996-11-11
3591,6203,glabuscfliawach@gmail.com,1991-01-31
3592,14063,bibliotecapopularlidiacesanelli@yahoo.com.ar,1980-01-01
3593,14063,bipop3593@hotmail.com,1980-01-01
3594,74049,bipa6@live.com.ar,1980-01-01
3595,14056,bibliopopcarnerillo@yahoo.com.ar,1997-11-23
3596,14161,biblioppmfierrolp@hotmail.com,1997-08-21
3597,14105,,1980-01-01
3598,86098,,1980-01-01
3599,62056,,1980-01-01
3600,62042,amancaybibliotecapopular@yahoo.com.ar,1980-01-01
3601,62021,,1997-01-27
3602,54028,,1997-04-22
3603,82049,,1996-01-16
3605,66028,,1980-01-01
3606,46063,,1947-11-17
3607,26077,,1983-09-06
3608,30077,biblio.l.alem@hotmail.com,1986-12-28
3609,66147,,1980-01-01
3610,66049,martinfierro2004jh@yahoo.com.ar,1963-05-16
3612,22084,,1980-01-01
3613,50070,bibliotecapopularlucilabombal@hotmail.com,1995-11-16
3614,30049,luzdeprovincia@arnet.com.ar,1991-01-05
3616,6833,,1963-03-13
3617,42035,biblioconhello@yahoo.com.ar,1998-04-01
3618,42084,,1980-01-01
3619,62091,,1980-01-01
3620,14126,info@ordendelcolmenar.com.ar,1996-05-25
3621,6408,biblioapalacios@yahoo.com.ar,1980-01-01
3622,6476,bibliopopularsanmanuel@gmail.com,1993-06-10
3623,14140,,1973-05-19
3625,50049,,1980-01-01
3627,38014,,1996-11-28
3628,6371,,1980-01-01
3629,14091,blugones@gmail.com,1997-10-16
3630,10098,,1997-09-21
3631,6217,labiblioamb@hotmail.com,1994-10-07
3632,26077,bibloprogreso4@hotmail.com,1980-01-01
3633,6351,bibliogranada@yahoo.com.ar,1996-11-22
3634,62042,bibliopopulardecordero@yahoo.com.ar,1980-01-01
3635,82021,,1980-01-01
3636,34014,,1997-07-24
3637,70098,bibgsm@yahoo.com.ar,1997-07-22
3638,26042,,1980-01-01
3639,82063,,1980-01-01
3642,58035,,1997-10-21
3644,6760,bphmunzon@hotmail.com,1996-07-08
3645,14007,bibliotecarojas@yahoo.com.ar,1998-03-30
3646,58035,bib.granneuquen@hotmail..com,1997-02-05
3647,6245,,1957-04-02
3648,6875,,1997-03-15
3649,6434,,1997-03-16
3650,6805,,1980-01-01
3651,66028,elba_ugarte@hotmail.com,1994-04-25
3652,6595,biblioteca_amoroso@yahoo.com.ar,1996-02-01
3653,10070,,1980-01-01
3654,10098,bibliotecasantarosa@yahoo.com.ar,1997-03-15
3655,10049,,1980-01-01
3656,6497,,1996-05-25
